Time	Temp	SampVolt	HallVolt	SampCurr	MagCurr	MagField
 34.5	  509	 10.6	 1.28	 30.1	-1.49	-0.802
 34.6	  509	 10.6	 1.28	 30.0	-1.47	-0.791
 34.7	  509	 10.6	 1.18	 30.0	-1.45	-0.782
 34.8	  509	 10.6	 1.31	 30.1	-1.43	-0.771
 34.9	  509	 10.6	 1.31	 30.1	-1.41	-0.759
 35.0	  509	 10.6	 1.35	 30.1	-1.39	-0.747
 35.1	  509	 10.6	 1.15	 30.0	-1.36	-0.735
 35.2	  509	 10.6	 1.31	 30.1	-1.34	-0.722
 35.3	  509	 10.6	 1.28	 30.1	-1.30	-0.707
 35.4	  509	 10.6	 1.25	 30.0	-1.28	-0.693
 35.5	  509	 10.6	 1.18	 30.1	-1.25	-0.679
 35.6	  509	 10.6	 1.25	 30.0	-1.22	-0.664
 35.7	  509	 10.6	 1.35	 30.0	-1.19	-0.651
 35.8	  509	 10.6	 1.18	 30.0	-1.17	-0.638
 35.9	  509	 10.6	 1.22	 30.0	-1.15	-0.625
 36.0	  509	 10.6	 1.28	 30.0	-1.12	-0.612
 36.1	  509	 10.6	 1.31	 30.0	-1.09	-0.602
 36.2	  509	 10.6	 1.28	 30.1	-1.07	-0.586
 36.3	  509	 10.6	 1.25	 30.1	-1.03	-0.570
 36.4	  509	 10.6	 1.25	 30.0	-1.01	-0.554
 36.5	  509	 10.6	 1.18	 30.1	-0.964	-0.533
 36.6	  509	 10.6	 1.35	 30.1	-0.923	-0.511
 36.7	  509	 10.6	 1.25	 30.1	-0.889	-0.495
 36.8	  509	 10.6	 1.22	 30.0	-0.865	-0.480
 36.9	  509	 10.6	 1.15	 30.0	-0.830	-0.463
 37.0	  509	 10.6	 1.15	 30.0	-0.794	-0.444
 37.1	  509	 10.6	 1.22	 30.1	-0.747	-0.422
 37.2	  509	 10.6	 1.28	 30.1	-0.709	-0.402
 37.3	  509	 10.6	 1.15	 30.1	-0.678	-0.386
 37.4	  509	 10.6	 1.15	 30.1	-0.655	-0.372
 37.5	  509	 10.6	 1.15	 30.0	-0.626	-0.356
 37.6	  509	 10.6	 1.15	 30.1	-0.592	-0.340
 37.7	  509	 10.6	 1.28	 30.0	-0.552	-0.319
 37.8	  509	 10.6	 1.22	 30.1	-0.503	-0.293
 37.9	  509	 10.6	 1.38	 30.1	-0.449	-0.265
 38.0	  509	 10.6	 1.35	 30.0	-0.407	-0.243
 38.1	  509	 10.6	 1.31	 30.0	-0.371	-0.223
 38.2	  509	 10.6	 1.35	 30.1	-0.331	-0.204
 38.3	  510	 10.6	 1.25	 30.1	-0.312	-0.191
 38.4	  510	 10.6	 1.18	 30.1	-0.291	-0.182
 38.5	  510	 10.6	 1.18	 30.0	-0.281	-0.176
 38.6	  510	 10.6	 1.31	 30.1	-0.270	-0.172
 38.7	  510	 10.6	 1.28	 30.0	-0.265	-0.168
 38.8	  510	 10.6	 1.28	 30.1	-0.264	-0.164
 38.9	  510	 10.6	 1.09	 30.0	-0.251	-0.160
 39.0	  510	 10.6	 1.38	 30.1	-0.242	-0.156
 39.1	  510	 10.6	 1.28	 30.0	-0.237	-0.152
 39.2	  510	 10.6	 1.25	 30.1	-0.222	-0.146
 39.3	  510	 10.6	 1.18	 30.0	-0.214	-0.142
 39.4	  510	 10.6	 1.28	 30.1	-0.205	-0.135
 39.5	  510	 10.6	 1.15	 30.0	-0.184	-0.126
 39.6	  510	 10.6	 1.12	 30.1	-0.170	-0.116
 39.7	  510	 10.6	 1.35	 30.1	-0.151	-0.107
 39.8	  510	 10.6	 1.22	 30.1	-0.122	-0.0961
 39.9	  510	 10.6	 1.22	 30.1	-0.104	-0.0856
 40.0	  510	 10.6	 1.18	 30.0	-0.0908	-0.0760
 40.1	  510	 10.6	 1.15	 30.1	-0.0684	-0.0660
 40.2	  510	 10.6	 1.12	 30.1	-0.0536	-0.0572
 40.3	  510	 10.6	 1.15	 30.1	-0.0371	-0.0494
 40.4	  510	 10.6	 1.31	 30.1	-0.0253	-0.0437
 40.5	  510	 10.6	 1.12	 30.1	-0.0185	-0.0377
 40.6	  510	 10.6	 1.31	 30.0	-0.00815	-0.0334
 40.7	  510	 10.6	 1.18	 30.0	-0.00697	-0.0309
 40.8	  510	 10.6	 1.12	 30.1	-0.00254	-0.0295
 40.9	  510	 10.6	 1.22	 30.1	-0.00579	-0.0287
 41.0	  510	 10.6	 1.31	 30.1	-0.00343	-0.0283
 41.1	  510	 10.6	 1.12	 30.1	-0.000770	-0.0283
 41.2	  510	 10.6	 1.22	 30.0	0.00100	-0.0280
 41.3	  510	 10.6	 1.22	 30.1	0.00189	-0.0280
 41.4	  510	 10.6	 1.22	 30.1	0.00366	-0.0278
 41.5	  510	 10.6	 1.31	 30.0	0.00130	-0.0283
